perceiver_id,target_id,stimulus_num,stimulus_id,rating_id,perceiver_effect,target_effect,stimulus_effect,perceiver_mood_z,smile_presence,target_sex,residual,rating_latent,rating
1,1,1,1,1,0.09475647293314418,-0.08746459711759788,-1.8529697651897692,-2.9025656989905233,1,0,0.5018294230131833,-2.6020738619652555,-2
1,1,2,2,2,0.09475647293314418,-0.08746459711759788,1.679718817952166,-2.9025656989905233,0,0,0.4394058787865806,0.9817562390240255,1
1,1,3,3,3,0.09475647293314418,-0.08746459711759788,-0.34951342983700834,-2.9025656989905233,0,0,-1.5018791995586036,-2.9887610871103334,-2
1,1,4,4,4,0.09475647293314418,-0.08746459711759788,-1.6315354904372765,-2.9025656989905233,0,0,-1.8126351036325707,-4.581539051784569,-3
1,1,5,5,5,0.09475647293314418,-0.08746459711759788,-0.9157942091959974,-2.9025656989905233,0,0,-1.9833197930018074,-4.036482459912526,-3
1,1,6,6,6,0.09475647293314418,-0.08746459711759788,1.2458249043227865,-2.9025656989905233,0,0,-0.6089867548238556,-0.5005303082157903,0
1,2,1,7,7,0.09475647293314418,-0.2519430302043548,0.7601807773414994,-2.9025656989905233,1,1,0.19651632448250875,0.03831551919619411,0
1,2,2,8,8,0.09475647293314418,-0.2519430302043548,0.21306067852282126,-2.9025656989905233,0,1,4.148462172836436,3.556706330805392,3
1,2,3,9,9,0.09475647293314418,-0.2519430302043548,-0.17723989759235026,-2.9025656989905233,0,1,0.24465251740540273,-0.737403900740813,-1
1,2,4,10,10,0.09475647293314418,-0.2519430302043548,1.5911425882600583,-2.9025656989905233,1,1,0.21591364203158264,0.888674647663827,1
1,2,5,11,11,0.09475647293314418,-0.2519430302043548,0.5891569794164575,-2.9025656989905233,0,1,0.6132852261242433,0.39762568498683537,0
1,2,6,12,12,0.09475647293314418,-0.2519430302043548,-2.183708873146508,-2.9025656989905233,0,1,0.37392979309634344,-2.61459560060403,-2
1,3,1,13,13,0.09475647293314418,0.3219466543815245,-0.940461240859389,-2.9025656989905233,1,1,-1.4245474740218298,-2.7095006129231534,-2
1,3,2,14,14,0.09475647293314418,0.3219466543815245,-0.4530112262393153,-2.9025656989905233,0,1,2.245110878212506,1.5611728160052047,1
1,3,3,15,15,0.09475647293314418,0.3219466543815245,0.44756496623838643,-2.9025656989905233,0,1,-0.5932171059896008,-0.37657897571920046,0
1,3,4,16,16,0.09475647293314418,0.3219466543815245,0.1715786863044284,-2.9025656989905233,1,1,-0.6090572561988535,-0.7819704679363598,-1
1,3,5,17,17,0.09475647293314418,0.3219466543815245,0.7816023185739962,-2.9025656989905233,0,1,-3.5706933499165925,-3.0200178673105826,-2
1,3,6,18,18,0.09475647293314418,0.3219466543815245,1.7664279416291395,-2.9025656989905233,1,1,1.2615707147570665,2.6835067583442713,2
1,4,1,19,19,0.09475647293314418,0.21654518831822878,1.4552684125496718,-2.9025656989905233,1,0,1.4218551407956839,1.9301998189925125,1
1,4,2,20,20,0.09475647293314418,0.21654518831822878,-0.09661120986010831,-2.9025656989905233,0,0,0.5807788846896701,-0.3491909974493328,0
1,4,3,21,21,0.09475647293314418,0.21654518831822878,0.5052511894009699,-2.9025656989905233,1,0,0.15648767511964642,-0.2851848698322268,0
1,4,4,22,22,0.09475647293314418,0.21654518831822878,1.6439653498371725,-2.9025656989905233,1,0,-0.08281685399242622,0.6142247614919031,1
1,4,5,23,23,0.09475647293314418,0.21654518831822878,0.889347903948191,-2.9025656989905233,0,0,1.5745138009645723,1.6305030326338685,1
1,4,6,24,24,0.09475647293314418,0.21654518831822878,-0.4386384892079021,-2.9025656989905233,1,0,2.2693229953179626,0.8837607717572173,1
1,5,1,25,25,0.09475647293314418,-1.0887612742739723,1.2130659884652388,-2.9025656989905233,0,0,0.3983935692761567,-0.5272055771297002,0
1,5,2,26,26,0.09475647293314418,-1.0887612742739723,0.8426767963845755,-2.9025656989905233,0,0,-0.21400312769912028,-1.5099914661856404,-1
1,5,3,27,27,0.09475647293314418,-1.0887612742739723,0.7328479625868043,-2.9025656989905233,0,0,1.8886567338542188,0.48283956156992747,0
1,5,4,28,28,0.09475647293314418,-1.0887612742739723,-0.8557485300085278,-2.9025656989905233,1,0,0.8950906474536529,-2.212888079499919,-2
1,5,5,29,29,0.09475647293314418,-1.0887612742739723,0.47113811728602695,-2.9025656989905233,0,0,0.6992555425025382,-0.9682714750825305,-1
1,5,6,30,30,0.09475647293314418,-1.0887612742739723,0.3485000158746123,-2.9025656989905233,0,0,-0.3065718743364497,-2.096736993332933,-2
1,6,1,31,31,0.09475647293314418,-0.5978527897309384,-1.1732789947444424,-2.9025656989905233,1,1,-3.3172777705397887,-5.754848107438629,-3
1,6,2,32,32,0.09475647293314418,-0.5978527897309384,1.799410567488745,-2.9025656989905233,1,1,0.45026459673711783,0.9853838220714654,1
1,6,3,33,33,0.09475647293314418,-0.5978527897309384,-0.5175806092320104,-2.9025656989905233,1,1,-0.6746272346066884,-2.4564991859930965,-2
1,6,4,34,34,0.09475647293314418,-0.5978527897309384,1.1707675594322078,-2.9025656989905233,0,1,-0.06459469083134636,-0.04455341147958755,0
1,6,5,35,35,0.09475647293314418,-0.5978527897309384,0.5148778859934399,-2.9025656989905233,0,1,0.7567318416012958,0.1208834475142867,0
1,6,6,36,36,0.09475647293314418,-0.5978527897309384,-0.2983003267792742,-2.9025656989905233,1,1,-0.1609509688457352,-1.723542637779407,-1
1,7,1,37,37,0.09475647293314418,0.3277448610003506,-3.1428125213369635,-2.9025656989905233,0,0,2.7670641386723016,-1.0979073822614347,-1
1,7,2,38,38,0.09475647293314418,0.3277448610003506,1.1559743383838594,-2.9025656989905233,0,0,4.820791989767436,5.254607328554522,3
1,7,3,39,39,0.09475647293314418,0.3277448610003506,-0.6686664998428862,-2.9025656989905233,0,0,0.6388185812636532,-0.7520069181760057,-1
1,7,4,40,40,0.09475647293314418,0.3277448610003506,-1.3234784324527693,-2.9025656989905233,0,0,-0.4778364405065419,-2.523473872556084,-2
1,7,5,41,41,0.09475647293314418,0.3277448610003506,-1.3048105837140602,-2.9025656989905233,1,0,2.553347008771778,0.41281236338699623,0
1,7,6,42,42,0.09475647293314418,0.3277448610003506,-0.29518554177952316,-2.9025656989905233,0,0,1.2483974841747043,0.2310529427984085,0
1,8,1,43,43,0.09475647293314418,-0.08366356376540536,0.5515989617418957,-2.9025656989905233,1,0,-1.5800825172712387,-2.2756160419658205,-2
1,8,2,44,44,0.09475647293314418,-0.08366356376540536,-1.1288193043715196,-2.9025656989905233,0,0,0.6632346766659479,-1.5991520520681006,-1
1,8,3,45,45,0.09475647293314418,-0.08366356376540536,1.362097687164236,-2.9025656989905233,0,0,-3.778178396327819,-3.5496481335261114,-3
1,8,4,46,46,0.09475647293314418,-0.08366356376540536,-1.2095687662127352,-2.9025656989905233,0,0,-1.623209132093462,-3.966345322668726,-3
1,8,5,47,47,0.09475647293314418,-0.08366356376540536,-0.6888684797504424,-2.9025656989905233,0,0,-1.4294460965718965,-3.2518820006848674,-2
1,8,6,48,48,0.09475647293314418,-0.08366356376540536,-0.8748659239394302,-2.9025656989905233,0,0,2.5789167721096105,0.5704834238076515,0
1,9,1,49,49,0.09475647293314418,0.22427743514652987,-1.231668659416352,-2.9025656989905233,1,0,0.9399242578937298,-1.230935889047164,-1
1,9,2,50,50,0.09475647293314418,0.22427743514652987,0.6589852426330083,-2.9025656989905233,0,0,-0.9520081527313515,-1.1186493355489366,-1
1,9,3,51,51,0.09475647293314418,0.22427743514652987,-0.6707796297431442,-2.9025656989905233,0,0,-0.6064909535485719,-2.1028970087423096,-2
1,9,4,52,52,0.09475647293314418,0.22427743514652987,0.5004114272614685,-2.9025656989905233,1,0,1.1123838660114194,0.6736038057483458,1
1,9,5,53,53,0.09475647293314418,0.22427743514652987,0.34136251186558414,-2.9025656989905233,0,0,-2.815978004007283,-3.300241917592292,-2
1,9,6,54,54,0.09475647293314418,0.22427743514652987,-1.1228195311408946,-2.9025656989905233,0,0,-3.385272010213457,-5.3337179668049455,-3
1,10,1,55,55,0.09475647293314418,0.9831156396127474,-0.0040969428032355685,-2.9025656989905233,1,0,-1.4291978113902808,-1.613648037251841,-1
1,10,2,56,56,0.09475647293314418,0.9831156396127474,-0.08417179568350315,-2.9025656989905233,0,0,0.6024599339082104,0.4514999172403313,0
1,10,3,57,57,0.09475647293314418,0.9831156396127474,-1.1701164026499784,-2.9025656989905233,1,0,-1.9667970822116867,-3.31726676791999,-2
1,10,4,58,58,0.09475647293314418,0.9831156396127474,-1.1992028121059295,-2.9025656989905233,1,0,0.4231887321960484,-0.9563673629682057,-1
1,10,5,59,59,0.09475647293314418,0.9831156396127474,-1.9776745125910742,-2.9025656989905233,1,0,-4.059272452287568,-6.217300247936967,-3
1,10,6,60,60,0.09475647293314418,0.9831156396127474,0.1773074636245587,-2.9025656989905233,0,0,1.5230296746820546,1.6335489173222373,1
1,11,1,61,61,0.09475647293314418,0.060515210391573517,0.6883936004904047,-2.9025656989905233,0,1,-2.8437364786607415,-2.647701158128274,-2
1,11,2,62,62,0.09475647293314418,0.060515210391573517,0.02887726042636687,-2.9025656989905233,0,1,-0.22809473936167615,-0.6915757588932464,-1
1,11,3,63,63,0.09475647293314418,0.060515210391573517,-1.2852707542570587,-2.9025656989905233,0,1,-2.7087581181838543,-4.48638715239885,-3
1,11,4,64,64,0.09475647293314418,0.060515210391573517,-0.00675134966507197,-2.9025656989905233,0,1,-0.21903782904130384,-0.7181474586643128,-1
1,11,5,65,65,0.09475647293314418,0.060515210391573517,-0.6279237731212488,-2.9025656989905233,0,1,1.725499736060124,0.6052176829809381,1
1,11,6,66,66,0.09475647293314418,0.060515210391573517,0.8264194807525084,-2.9025656989905233,0,1,1.1723697481980078,1.5064309489925791,1
1,12,1,67,67,0.09475647293314418,0.3646273648207082,0.7315784305036589,-2.9025656989905233,1,1,-1.133624027475983,-0.7038567845750752,-1
1,12,2,68,68,0.09475647293314418,0.3646273648207082,1.8473980064577271,-2.9025656989905233,1,1,0.7780355643426321,2.323622383197608,2
1,12,3,69,69,0.09475647293314418,0.3646273648207082,-1.0892706174468227,-2.9025656989905233,0,1,-1.7700387913018958,-3.047555534277521,-2
1,12,4,70,70,0.09475647293314418,0.3646273648207082,1.6173806761436684,-2.9025656989905233,1,1,-0.25098752807926444,1.064581960461653,1
1,12,5,71,71,0.09475647293314418,0.3646273648207082,-1.245016377255877,-2.9025656989905233,1,1,-1.020500348155839,-2.5673279130144673,-2
1,12,6,72,72,0.09475647293314418,0.3646273648207082,-1.2055479148015376,-2.9025656989905233,0,1,1.297917064315142,-0.09587697601519785,0
1,13,1,73,73,0.09475647293314418,0.5772897892144574,-1.664930747613431,-2.9025656989905233,1,1,-2.6772144579396913,-4.431293968762124,-3
1,13,2,74,74,0.09475647293314418,0.5772897892144574,0.31865508645919394,-2.9025656989905233,1,1,2.7549941309945027,2.984500454244695,2
1,13,3,75,75,0.09475647293314418,0.5772897892144574,-0.24210184313096259,-2.9025656989905233,0,1,0.49344822410461425,0.2757626798385985,0
1,13,4,76,76,0.09475647293314418,0.5772897892144574,0.6741839242956309,-2.9025656989905233,1,1,1.293190657514814,1.878225818601443,1
1,13,5,77,77,0.09475647293314418,0.5772897892144574,-1.3258142140124596,-2.9025656989905233,0,1,2.7948190282082317,1.493421113060719,1
1,13,6,78,78,0.09475647293314418,0.5772897892144574,1.3910675599977371,-2.9025656989905233,1,1,-0.5730297364824265,0.7288890603063088,1
1,14,1,79,79,0.09475647293314418,0.16837833688453147,2.193174275189398,-2.9025656989905233,1,1,-5.697375658268945,-4.002261598618475,-3
1,14,2,80,80,0.09475647293314418,0.16837833688453147,-0.5847886805774135,-2.9025656989905233,1,1,1.5117071849677728,0.4288582888514316,0
1,14,3,81,81,0.09475647293314418,0.16837833688453147,-0.787234300783075,-2.9025656989905233,0,1,0.889074460288976,-0.2826549939590781,0
1,14,4,82,82,0.09475647293314418,0.16837833688453147,2.21027656734626,-2.9025656989905233,1,1,-0.9291681777492431,0.7830481740580892,1
